EVENT_ID,TYPE,AUTHOR,DATE,TIME,LAT,LON,DEPTH,CENTROID,AUTHOR,EX,MO,MW,EX,MRR,MTT,MPP,MRT,MTP,MPR,STRIKE,DIP,RAKE,STRIKE,DIP,RAKE,EX,T_VAL,T_PL,T_AZM,P_VAL,P_PL,P_AZM,N_VAL,N_PL,N_AZM
654317,de,GCMT,1979-12-17,19:58:24.80,-8.5400,115.6800,15.0,TRUE,GCMT,18,6.140,6.5,18,3.000,-2.723,-0.270,-5.371,0.303,-0.775,106.00,15.00,111.00,264.00,76.00,85.00,18,6.330,58.00,166.00,-5.950,31.00,358.00,-0.380,5.00,265.00
654639,ke,GCMT,1979-12-25,04:40:17.20,-6.8100,129.7400,155.4,TRUE,GCMT,17,2.990,5.6,17,0.138,-0.622,0.480,0.440,-0.117,2.944,190.00,89.00,-84.00,293.00,6.00,-167.00,17,3.270,43.00,274.00,-2.710,46.00,106.00,-0.560,6.00,10.00
654650,ke,GCMT,1979-12-25,11:32:50.70,-6.4500,129.1400,200.1,TRUE,GCMT,16,8.890,5.2,16,1.673,-3.343,1.670,-2.198,8.190,-0.496,171.00,74.00,175.00,262.00,85.00,16.00,16,8.180,15.00,128.00,-9.600,8.00,36.00,1.410,74.00,279.00
652299,ke,ISC,1980-01-05,07:48:08.79,-6.9447,129.9096,104.0,,ISC,,,,,,,,,,,140.51,71.67,77.50,355.69,22.07,123.16,,,61.37,31.88,,25.65,240.28,,11.86,144.49
652302,ke,ISC,1980-01-05,11:48:53.09,-6.8500,130.6984,78.0,,ISC,,,,,,,,,,,99.16,69.46,109.07,234.59,27.74,48.92,,,60.92,37.53,,22.19,174.71,,17.81,272.24
652350,ke,ISC,1980-01-06,09:28:15.00,-7.4912,128.4823,175.6,,ISC,,,,,,,,,,,136.96,56.67,115.69,275.77,41.16,56.62,,,67.07,98.83,,8.27,208.92,,21.23,302.16
652956,ke,GCMT,1980-01-20,12:20:22.70,-7.1700,129.0400,125.6,TRUE,GCMT,16,9.140,5.2,16,4.656,-4.645,-0.010,-4.473,1.447,6.389,86.00,22.00,42.00,317.00,76.00,107.00,16,9.720,56.00,248.00,-8.550,29.00,33.00,-1.170,16.00,133.00
650793,fe,GCMT,1980-02-06,05:50:58.90,-8.1900,156.3300,15.0,TRUE,GCMT,17,10.060,5.9,17,7.879,-0.681,-7.190,3.575,4.246,-3.777,144.00,61.00,79.00,345.00,31.00,109.00,17,9.490,72.00,28.00,-10.640,15.00,242.00,1.150,10.00,149.00
650844,ke,ISC,1980-02-07,08:25:02.66,-11.4543,118.7477,34.4,,ISC,,,,,,,,,,,149.99,16.18,-104.91,345.49,74.37,-85.73,,,29.25,72.03,,60.41,261.61,,4.11,164.33
651046,ke,GCMT,1980-02-12,03:20:29.20,-4.9600,152.9500,58.5,TRUE,GCMT,18,5.220,6.4,18,3.849,-4.364,0.510,2.635,1.317,1.215,83.00,63.00,67.00,306.00,35.00,128.00,18,5.140,64.00,313.00,-5.290,15.00,190.00,0.150,21.00,94.00
651510,ke,ISC,1980-02-21,03:29:30.66,-6.1027,112.7496,601.9,,ISC,,,,,,,,,,,137.18,24.54,-44.69,269.17,73.01,-107.99,,,25.89,13.21,,58.19,154.70,,17.18,274.58
651896,fe,GCMT,1980-02-27,21:17:29.20,-6.3000,150.2800,36.7,TRUE,GCMT,19,2.090,6.8,19,1.377,-1.582,0.200,1.399,0.170,0.415,80.00,68.00,76.00,293.00,26.00,120.00,19,2.040,65.00,327.00,-2.140,22.00,180.00,0.100,13.00,85.00
651899,ke,GCMT,1980-02-27,21:35:25.30,-6.1700,150.5400,45.0,TRUE,GCMT,18,5.440,6.4,18,3.894,-3.374,-0.510,3.703,-0.104,-1.734,107.00,70.00,101.00,258.00,23.00,63.00,18,5.870,64.00,35.00,-5.010,24.00,188.00,-0.860,10.00,283.00
648937,ke,ISC,1980-03-04,14:17:33.37,-8.3832,116.2434,43.4,,ISC,,,,,,,,,,,168.07,35.37,146.93,286.03,71.59,59.25,,,53.12,158.98,,20.69,38.77,,29.02,296.68
649175,ke,ISC,1980-03-08,07:44:35.51,-9.9067,119.1291,39.9,,ISC,,,,,,,,,,,63.50,71.93,-20.43,160.09,70.62,-160.81,,,0.88,111.99,,26.99,21.54,,62.99,203.71
649175,ke,ISC,1980-03-08,07:44:35.51,-9.9067,119.1291,39.9,,ISC,,,,,,,,,,,152.07,76.02,167.61,245.11,77.98,14.30,,,18.54,108.83,,1.35,18.37,,71.40,284.36
649189,ke,ISC,1980-03-08,13:21:22.78,-6.5186,130.2632,121.1,,ISC,,,,,,,,,,,120.99,49.73,96.28,291.32,40.67,82.64,,,83.39,73.22,,4.55,206.54,,4.79,296.92
649568,ke,ISC,1980-03-14,21:29:25.19,-6.8273,130.4122,50.1,,ISC,,,,,,,,,,,183.74,37.09,125.80,321.62,60.72,66.14,,,65.49,188.02,,12.60,68.66,,20.66,333.82
650408,ke,GCMT,1980-03-29,04:07:50.70,-4.4400,154.8200,480.4,TRUE,GCMT,19,1.450,6.7,19,-1.002,1.118,-0.110,0.895,-0.406,-0.181,112.00,26.00,-82.00,283.00,65.00,-94.00,19,1.560,20.00,16.00,-1.330,70.00,184.00,-0.230,4.00,284.00
647260,ke,ISC,1980-04-06,21:26:14.97,-6.2978,154.9809,56.0,,ISC,,,,,,,,,,,149.45,35.25,110.94,304.34,57.38,75.83,,,73.46,176.88,,11.32,44.51,,11.90,312.10
647260,ke,GCMT,1980-04-06,21:26:21.80,-6.7300,154.8000,62.1,TRUE,GCMT,16,7.110,5.2,16,6.680,-4.493,-2.180,-0.142,3.895,-0.906,134.00,47.00,100.00,299.00,44.00,79.00,16,6.800,82.00,114.00,-7.420,2.00,217.00,0.610,8.00,307.00
647800,ke,GCMT,1980-04-16,12:18:21.60,-8.2400,108.6400,85.2,TRUE,GCMT,18,2.060,6.1,18,1.621,-0.295,-1.320,-0.906,-1.080,-0.168,11.00,40.00,55.00,233.00,58.00,116.00,18,2.000,66.00,192.00,-2.120,10.00,305.00,0.120,22.00,39.00
648033,ke,GCMT,1980-04-20,08:09:09.10,-6.0200,131.4100,52.8,TRUE,GCMT,16,12.670,5.3,16,-1.636,-2.905,4.540,2.349,8.677,8.934,83.00,47.00,-1.00,174.00,89.00,-137.00,16,14.980,28.00,300.00,-10.370,29.00,47.00,-4.610,47.00,174.00
648359,ke,ISC,1980-04-25,21:06:14.15,-6.6371,152.2347,32.5,,ISC,,,,,,,,,,,64.99,56.26,-122.86,294.30,45.69,-50.91,,,5.81,177.68,,62.46,278.92,,26.82,84.73
648359,ke,GCMT,1980-04-25,21:06:15.70,-6.9800,152.4400,15.0,TRUE,GCMT,17,4.760,5.7,17,-4.166,2.830,1.330,2.578,1.632,-0.596,42.00,35.00,-121.00,258.00,61.00,-71.00,17,4.330,14.00,334.00,-5.200,68.00,207.00,0.870,17.00,68.00
645131,fe,GCMT,1980-05-05,23:00:01.80,-6.1600,154.2000,55.6,TRUE,GCMT,17,10.820,6.0,17,9.990,-3.755,-6.230,0.178,6.509,-0.497,142.00,46.00,92.00,319.00,44.00,88.00,17,10.010,88.00,93.00,-11.630,1.00,230.00,1.630,1.00,320.00
645374,ke,GCMT,1980-05-10,01:46:30.50,-6.2200,154.2900,60.4,TRUE,GCMT,18,2.180,6.2,18,1.979,-0.791,-1.180,-0.234,1.348,0.164,142.00,41.00,94.00,317.00,49.00,87.00,18,2.000,86.00,195.00,-2.370,4.00,49.00,0.370,2.00,319.00
645456,ke,GCMT,1980-05-11,14:50:30.60,-5.3200,151.6100,98.3,TRUE,GCMT,17,3.030,5.6,17,1.169,-2.053,0.880,0.912,-0.413,2.307,41.00,77.00,57.00,292.00,35.00,157.00,17,3.370,47.00,276.00,-2.690,25.00,156.00,-0.680,32.00,50.00
645627,ke,GCMT,1980-05-14,11:26:02.60,-6.1000,154.4500,62.1,TRUE,GCMT,18,3.800,6.3,18,3.710,-1.747,-1.960,-0.136,1.898,0.708,131.00,41.00,81.00,322.00,50.00,98.00,18,3.800,83.00,279.00,-3.810,5.00,47.00,0.010,6.00,138.00
645683,ke,GCMT,1980-05-15,18:58:29.30,-6.5800,125.7800,21.5,TRUE,GCMT,18,5.020,6.4,18,0.629,-4.843,4.210,-1.243,-1.596,0.769,35.00,73.00,2.00,305.00,88.00,163.00,18,4.720,14.00,259.00,-5.320,11.00,351.00,0.600,73.00,118.00
645687,ke,GCMT,1980-05-15,21:54:44.20,-6.3200,154.2800,62.0,TRUE,GCMT,17,6.720,5.8,17,6.059,-2.521,-3.530,0.138,4.065,1.188,129.00,42.00,75.00,328.00,49.00,103.00,17,6.260,80.00,300.00,-7.180,3.00,49.00,0.920,10.00,140.00
645961,ke,GCMT,1980-05-20,10:12:51.70,-6.4100,154.5900,58.1,TRUE,GCMT,17,3.930,5.7,17,0.375,-1.258,0.880,-1.710,-1.383,-3.076,109.00,25.00,171.00,207.00,86.00,65.00,17,3.720,43.00,93.00,-4.130,36.00,319.00,0.410,25.00,209.00
646107,ke,GCMT,1980-05-23,10:33:07.90,-7.1000,129.7000,148.9,TRUE,GCMT,17,4.620,5.7,17,3.939,-2.915,-1.020,0.010,1.604,2.664,101.00,39.00,53.00,325.00,60.00,116.00,17,5.150,65.00,281.00,-4.090,11.00,36.00,-1.060,22.00,131.00
646156,ke,GCMT,1980-05-24,10:08:43.90,-6.6500,150.5000,15.0,TRUE,GCMT,17,6.720,5.8,17,4.467,-4.470,0.000,4.109,-1.362,2.546,63.00,68.00,80.00,267.00,24.00,113.00,17,6.630,65.00,316.00,-6.810,23.00,160.00,0.170,9.00,66.00
642950,ke,ISC,1980-06-04,09:31:51.98,-5.1178,151.4001,97.3,,ISC,,,,,,,,,,,180.89,79.89,152.02,276.22,62.49,11.42,,,26.79,135.28,,11.68,231.27,,60.39,342.60
642950,ke,GCMT,1980-06-04,09:31:55.70,-5.4500,151.1100,91.2,TRUE,GCMT,17,10.390,5.9,17,4.424,-2.108,-2.310,-6.213,6.174,-5.310,169.00,56.00,147.00,279.00,63.00,39.00,17,12.360,46.00,137.00,-8.430,4.00,43.00,-3.930,44.00,308.00
643078,ke,GCMT,1980-06-06,23:32:42.90,-3.6600,141.9400,108.7,TRUE,GCMT,17,2.470,5.5,17,2.097,-2.556,0.460,0.638,0.593,-0.119,101.00,53.00,90.00,281.00,37.00,90.00,17,2.180,82.00,10.00,-2.760,8.00,191.00,0.570,0.00,101.00
643371,ke,ISC,1980-06-11,08:10:09.27,-6.9421,125.3718,545.0,,ISC,,,,,,,,,,,48.23,73.67,-49.21,156.27,43.40,-155.84,,,18.36,109.10,,45.44,359.41,,38.83,214.59
643371,ke,GCMT,1980-06-11,08:10:14.50,-6.9800,125.4600,539.5,TRUE,GCMT,17,11.660,6.0,17,-5.844,-2.668,8.510,-6.740,5.366,-2.294,55.00,70.00,-51.00,168.00,43.00,-150.00,17,12.010,16.00,117.00,-11.310,49.00,8.00,-0.690,36.00,219.00
643410,ke,GCMT,1980-06-11,22:57:11.10,-5.5600,151.8100,31.9,TRUE,GCMT,17,2.220,5.5,17,1.298,-1.467,0.160,1.559,-0.697,-0.328,93.00,70.00,112.00,224.00,29.00,45.00,17,2.180,59.00,34.00,-2.270,22.00,167.00,0.100,20.00,266.00
643732,ke,GCMT,1980-06-16,20:49:03.80,-7.3300,128.3400,160.1,TRUE,GCMT,18,1.260,6.0,18,1.352,-0.355,-0.990,-0.269,0.266,-0.192,171.00,48.00,104.00,330.00,44.00,74.00,18,1.420,79.00,150.00,-1.100,2.00,251.00,-0.320,11.00,341.00
643813,ke,ISC,1980-06-18,09:18:32.90,-5.1572,152.1898,49.7,,ISC,,,,,,,,,,,93.77,49.66,119.12,233.06,48.25,60.19,,,68.22,71.75,,0.76,163.64,,21.77,253.94
643813,ke,GCMT,1980-06-18,09:18:48.40,-5.2300,152.1600,25.0,TRUE,GCMT,19,2.530,6.9,19,1.274,-1.216,-0.050,2.132,-0.375,-0.412,96.00,75.00,102.00,236.00,19.00,52.00,19,2.610,58.00,22.00,-2.450,29.00,177.00,-0.160,11.00,273.00
643988,ke,ISC,1980-06-20,18:51:33.05,-10.8754,119.0353,33.4,,ISC,,,,,,,,,,,33.65,47.06,-94.02,219.54,43.09,-85.69,,,1.99,126.49,,86.45,250.55,,2.94,36.39
643988,ke,GCMT,1980-06-20,18:51:31.40,-11.1800,119.1500,15.0,TRUE,GCMT,17,6.170,5.8,17,-5.508,4.177,1.330,0.420,2.754,2.359,75.00,40.00,-64.00,222.00,55.00,-110.00,17,6.080,8.00,326.00,-6.260,72.00,82.00,0.180,16.00,234.00
644017,fe,GCMT,1980-06-21,08:11:42.60,-5.2500,152.2500,45.8,TRUE,GCMT,17,1.770,5.4,17,1.026,-1.207,0.180,1.325,-0.238,0.320,77.00,70.00,87.00,266.00,20.00,98.00,17,1.670,65.00,342.00,-1.880,25.00,169.00,0.220,3.00,78.00
644270,de,ISC,1980-06-25,18:48:12.13,-6.6363,146.8832,18.4,,ISC,,,,,,,,,,,97.69,72.80,96.73,255.94,18.44,69.27,,,61.64,17.74,,27.49,182.33,,6.43,275.69
644270,de,GCMT,1980-06-25,18:48:20.00,-6.6400,147.4900,15.0,TRUE,GCMT,17,2.360,5.5,17,0.609,-1.585,0.970,1.750,-1.175,0.208,101.00,82.00,129.00,201.00,40.00,13.00,17,1.840,40.00,47.00,-2.890,26.00,162.00,1.050,38.00,275.00
644282,fe,GCMT,1980-06-25,23:18:26.40,-5.4000,151.7900,51.9,TRUE,GCMT,18,9.090,6.6,18,8.181,-7.243,-0.930,4.327,-1.873,-0.783,86.00,59.00,101.00,245.00,33.00,72.00,18,9.460,73.00,25.00,-8.710,14.00,168.00,-0.750,10.00,260.00
644592,ke,ISC,1980-06-28,21:31:37.54,-5.9752,147.3508,89.1,,ISC,,,,,,,,,,,89.65,55.62,137.23,207.23,55.91,42.99,,,52.71,58.61,,0.17,328.38,,37.29,238.25
640977,ke,ISC,1980-07-02,21:54:29.45,-5.6290,131.1137,75.9,,ISC,,,,,,,,,,,56.98,60.15,13.55,320.14,78.28,149.45,,,29.71,274.66,,12.02,11.63,,57.48,121.14
641685,ke,ISC,1980-07-12,00:29:16.58,-5.5771,149.1048,183.1,,ISC,,,,,,,,,,,81.95,58.74,-102.06,284.32,33.28,-71.01,,,12.96,180.66,,73.34,320.93,,10.29,88.27
641685,ke,GCMT,1980-07-12,00:29:20.30,-5.8500,148.9000,165.1,TRUE,GCMT,16,9.240,5.2,16,-7.096,6.128,0.960,-5.877,-1.046,2.448,108.00,67.00,-85.00,276.00,24.00,-101.00,16,8.810,22.00,195.00,-9.680,68.00,27.00,0.870,4.00,286.00
641812,ke,ISC,1980-07-14,05:53:25.60,-5.1875,129.2674,249.9,,ISC,,,,,,,,,,,9.91,37.26,136.55,136.92,65.39,61.09,,,59.00,5.32,,15.56,247.70,,26.08,149.87
641966,ke,ISC,1980-07-16,19:56:48.41,-4.4617,143.4901,84.6,,ISC,,,,,,,,,,,82.20,86.65,103.13,186.28,13.55,14.46,,,46.79,5.77,,40.25,160.05,,13.11,261.42
641966,ke,GCMT,1980-07-16,19:56:51.70,-4.6800,143.1800,81.9,TRUE,GCMT,19,9.820,7.3,19,6.915,-6.571,-0.340,7.082,0.089,0.967,85.00,68.00,86.00,276.00,22.00,101.00,19,10.030,66.00,347.00,-9.620,23.00,178.00,-0.420,4.00,86.00
642214,fe,ISC,1980-07-21,00:45:10.29,-6.2216,154.5339,44.4,,ISC,,,,,,,,,,,112.08,39.09,48.93,340.40,61.62,118.09,,,62.24,296.04,,12.28,50.47,,24.48,146.16
642214,fe,GCMT,1980-07-21,00:45:15.90,-6.4000,154.2200,47.8,TRUE,GCMT,17,9.290,5.9,17,7.725,-2.649,-5.070,3.039,5.460,-1.643,131.00,56.00,77.00,333.00,36.00,108.00,17,8.550,75.00,3.00,-10.030,10.00,230.00,1.480,11.00,138.00
642674,ke,ISC,1980-07-30,00:00:01.82,-3.9370,154.3768,466.0,,ISC,,,,,,,,,,,12.34,56.57,166.19,110.05,78.51,34.21,,,32.03,336.44,,14.40,237.19,,54.14,126.38
642674,ke,GCMT,1980-07-30,00:00:05.70,-4.2100,154.3600,466.4,TRUE,GCMT,17,2.780,5.6,17,-0.025,0.531,-0.500,2.510,1.164,0.201,6.00,25.00,-176.00,272.00,88.00,-65.00,17,3.070,38.00,340.00,-2.490,41.00,206.00,-0.570,25.00,91.00
639656,ke,ISC,1980-08-04,08:14:40.43,-7.0957,124.9624,543.0,,ISC,,,,,,,,,,,166.82,42.74,179.82,256.95,89.88,47.26,,,31.39,132.75,,31.19,21.07,,42.74,257.06
640239,de,GCMT,1980-08-17,09:02:01.70,-3.5300,128.0400,15.0,TRUE,GCMT,16,10.850,5.3,16,6.537,-4.621,-1.910,1.895,7.286,-5.638,154.00,66.00,120.00,280.00,38.00,42.00,16,9.590,58.00,106.00,-12.100,16.00,223.00,2.510,27.00,321.00
640789,fe,ISC,1980-08-30,17:44:04.37,-4.2515,152.8130,27.9,,ISC,,,,,,,,,,,21.04,70.21,171.35,113.99,81.87,20.00,,,19.84,339.05,,8.01,246.14,,68.47,135.24
640789,fe,GCMT,1980-08-30,17:44:06.60,-4.7700,152.4400,35.0,TRUE,GCMT,17,2.780,5.6,17,0.363,1.755,-2.110,1.706,0.848,0.831,30.00,77.00,145.00,130.00,56.00,16.00,17,3.160,34.00,345.00,-2.400,13.00,84.00,-0.760,53.00,192.00
638688,ke,GCMT,1980-09-13,21:43:19.70,-4.1600,127.3400,229.2,TRUE,GCMT,17,4.500,5.7,17,0.904,0.038,-0.940,-0.824,1.210,-4.165,188.00,85.00,107.00,294.00,18.00,17.00,17,4.670,48.00,115.00,-4.330,38.00,263.00,-0.340,17.00,6.00
638987,ke,ISC,1980-09-20,22:49:10.85,-6.4723,148.1498,51.0,,ISC,,,,,,,,,,,60.10,25.21,-161.53,313.29,82.25,-65.94,,,32.98,23.19,,47.32,248.46,,23.83,129.84
638987,ke,GCMT,1980-09-20,22:49:15.40,-6.5400,148.0000,79.5,TRUE,GCMT,16,6.770,5.2,16,-3.113,5.660,-2.540,4.785,-0.208,-1.444,62.00,26.00,-134.00,289.00,71.00,-71.00,16,7.820,24.00,5.00,-5.710,59.00,226.00,-2.110,18.00,103.00
639085,ke,ISC,1980-09-22,18:17:59.41,-7.0480,107.7283,160.3,,ISC,,,,,,,,,,,196.27,23.33,-22.66,307.24,81.23,-111.70,,,32.78,55.36,,49.21,193.65,,21.43,310.71
639085,ke,GCMT,1980-09-22,18:17:58.90,-7.0100,107.5800,141.7,TRUE,GCMT,17,1.620,5.4,17,-0.578,0.587,-0.010,0.999,-0.372,-1.070,91.00,16.00,-133.00,315.00,79.00,-79.00,17,1.660,33.00,36.00,-1.580,55.00,239.00,-0.080,11.00,133.00
639392,ke,ISC,1980-09-28,18:25:59.65,-6.3284,154.8293,55.1,,ISC,,,,,,,,,,,123.09,37.47,85.53,308.72,52.66,93.42,,,81.92,236.18,,7.60,36.28,,2.72,126.64
639392,ke,GCMT,1980-09-28,18:26:05.70,-6.5400,154.6500,59.6,TRUE,GCMT,17,7.530,5.8,17,6.884,-3.650,-3.230,-0.508,4.698,0.117,137.00,43.00,94.00,311.00,47.00,86.00,17,6.910,87.00,166.00,-8.160,2.00,44.00,1.250,3.00,314.00
636637,ke,GCMT,1980-10-05,17:18:44.10,-11.9900,117.6100,17.1,TRUE,GCMT,17,1.360,5.4,17,-1.098,0.274,0.820,0.482,0.791,-0.108,13.00,46.00,-125.00,237.00,54.00,-60.00,17,1.400,5.00,307.00,-1.310,66.00,206.00,-0.090,24.00,39.00
637329,ke,GCMT,1980-10-19,15:03:39.40,-6.1200,145.2800,132.2,TRUE,GCMT,17,8.140,5.9,17,-0.328,1.683,-1.350,-4.469,-2.781,6.217,149.00,86.00,-71.00,250.00,19.00,-169.00,17,9.050,39.00,222.00,-7.220,45.00,78.00,-1.830,19.00,328.00
637370,ke,GCMT,1980-10-20,10:54:49.20,-6.4300,154.6200,68.7,TRUE,GCMT,17,1.910,5.5,17,1.713,-0.827,-0.880,-0.445,1.131,0.194,143.00,39.00,101.00,309.00,52.00,81.00,17,1.790,80.00,180.00,-2.040,7.00,45.00,0.250,7.00,314.00
637535,ke,ISC,1980-10-23,23:10:43.44,-6.5660,129.6171,170.0,,ISC,,,,,,,,,,,72.82,47.94,72.11,278.54,45.04,108.80,,,76.73,271.67,,1.48,175.36,,13.18,85.02
637535,ke,GCMT,1980-10-23,23:10:43.20,-6.6300,129.3900,150.9,TRUE,GCMT,17,2.160,5.5,17,1.154,-2.136,0.980,-0.381,0.442,0.970,63.00,51.00,32.00,311.00,66.00,136.00,17,2.040,48.00,270.00,-2.280,9.00,10.00,0.240,41.00,108.00
635330,ke,ISC,1980-11-11,04:45:28.73,-5.6130,149.1776,167.2,,ISC,,,,,,,,,,,38.39,33.18,-128.20,261.63,64.53,-67.98,,,16.72,335.56,,63.63,208.26,,19.78,71.77
635791,ke,GCMT,1980-11-20,19:15:02.80,-6.2900,149.5600,45.8,TRUE,GCMT,17,8.510,5.9,17,7.442,-7.631,0.180,3.786,-1.078,-0.379,88.00,58.00,97.00,256.00,32.00,79.00,17,8.390,76.00,18.00,-8.630,13.00,174.00,0.250,6.00,265.00
634021,ke,GCMT,1980-12-14,11:05:44.60,-6.3400,150.0000,34.2,TRUE,GCMT,17,4.840,5.7,17,3.388,-3.506,0.110,3.140,-0.500,1.213,73.00,67.00,82.00,272.00,24.00,108.00,17,4.800,67.00,329.00,-4.890,22.00,169.00,0.090,7.00,76.00
634484,ke,GCMT,1980-12-24,16:44:48.00,-6.0200,145.3600,15.0,TRUE,GCMT,17,4.640,5.7,17,4.327,-1.185,-3.140,1.101,1.367,-1.914,152.00,59.00,89.00,334.00,31.00,92.00,17,4.890,76.00,58.00,-4.400,14.00,242.00,-0.480,1.00,152.00
634492,ke,GCMT,1980-12-24,23:55:05.40,-9.8900,112.0400,39.4,TRUE,GCMT,17,2.720,5.6,17,-1.872,1.201,0.670,1.470,1.572,-0.253,23.00,40.00,-135.00,256.00,63.00,-59.00,17,2.750,13.00,324.00,-2.690,59.00,212.00,-0.060,27.00,61.00
632250,ke,ISC,1981-01-03,17:56:03.70,-5.2889,150.7254,162.1,,ISC,,,,,,,,,,,61.20,70.59,-53.54,175.42,40.66,-149.33,,,17.54,125.05,,50.48,12.52,,34.09,227.40
632250,ke,GCMT,1981-01-03,17:56:03.50,-5.5400,150.8700,159.6,TRUE,GCMT,17,2.240,5.5,17,-1.942,1.498,0.440,-1.097,0.825,0.295,80.00,59.00,-70.00,225.00,36.00,-120.00,17,2.130,12.00,156.00,-2.360,69.00,32.00,0.230,17.00,250.00
632763,ke,ISC,1981-01-17,01:31:18.62,-6.8204,147.5320,65.0,,ISC,,,,,,,,,,,1.83,83.95,176.10,92.24,86.13,6.06,,,7.02,317.13,,1.53,226.94,,82.81,124.69
632875,ke,GCMT,1981-01-19,02:07:15.80,-8.5000,124.9800,33.0,TRUE,GCMT,18,1.450,6.0,18,-0.075,-1.237,1.310,-0.468,-0.445,0.232,35.00,69.00,-4.00,126.00,86.00,-159.00,18,1.450,12.00,259.00,-1.450,18.00,352.00,-0.010,69.00,136.00
632891,de,NEIS,1981-01-19,15:11:01.00,-4.5760,139.2320,43.0,,NEIS,19,1.400,6.7,19,-0.020,1.210,-1.180,0.290,0.530,-0.320,34.00,72.00,-176.00,303.00,86.00,-18.00,19,1.360,10.00,349.00,-1.400,15.00,257.00,0.040,72.00,110.00
632891,de,GCMT,1981-01-19,15:11:08.00,-4.5600,139.3900,10.0,TRUE,GCMT,18,11.740,6.7,18,1.345,3.481,-4.820,7.276,7.320,-4.177,17.00,45.00,176.00,109.00,87.00,45.00,18,10.470,32.00,343.00,-13.000,28.00,234.00,2.530,44.00,112.00
632894,ke,ISC,1981-01-19,16:54:01.50,-4.6118,139.4867,27.0,,ISC,,,,,,,,,,,7.82,78.44,-90.23,188.98,11.56,-88.86,,,33.44,98.02,,56.55,277.52,,0.23,7.87
633210,ke,GCMT,1981-01-27,12:18:37.10,-6.8900,130.2000,127.3,TRUE,GCMT,16,11.820,5.3,16,-3.728,-4.626,8.350,-1.824,3.518,8.835,55.00,33.00,-22.00,164.00,78.00,-121.00,16,13.310,26.00,278.00,-10.320,47.00,41.00,-2.990,31.00,171.00
633229,ke,GCMT,1981-01-28,02:49:38.60,-7.9300,127.7600,191.4,TRUE,GCMT,16,7.980,5.2,16,4.336,-7.976,3.630,-3.202,-0.627,2.652,52.00,44.00,33.00,298.00,68.00,130.00,16,7.200,51.00,253.00,-8.760,14.00,0.00,1.560,36.00,100.00
633338,ke,ISC,1981-01-30,10:29:10.60,-5.5774,110.1245,560.8,,ISC,,,,,,,,,,,82.10,66.54,-148.67,338.48,61.52,-26.93,,,3.20,209.33,,38.22,301.85,,51.59,115.29
630707,ke,ISC,1981-02-01,04:35:28.10,-11.1671,117.3558,42.1,,ISC,,,,,,,,,,,79.45,60.03,-91.84,263.14,30.02,-86.80,,,15.01,170.80,,74.90,344.44,,1.60,80.37
630707,ke,GCMT,1981-02-01,04:35:25.80,-11.5700,117.4100,20.0,TRUE,GCMT,17,2.400,5.5,17,-1.987,2.048,-0.060,-0.135,0.963,0.855,91.00,47.00,-57.00,227.00,52.00,-121.00,17,2.430,3.00,338.00,-2.360,66.00,74.00,-0.070,24.00,247.00
631501,ke,ISC,1981-02-19,11:45:35.84,-5.7148,130.0041,19.7,,ISC,,,,,,,,,,,55.78,56.43,2.97,324.13,87.53,146.40,,,24.93,274.63,,21.13,14.98,,56.32,140.42
631753,fe,GCMT,1981-02-24,16:17:06.50,-6.1300,148.9100,77.8,TRUE,GCMT,18,8.660,6.6,18,6.940,-9.115,2.170,2.852,1.320,0.698,87.00,55.00,77.00,288.00,37.00,108.00,18,7.590,76.00,317.00,-9.720,9.00,186.00,2.140,11.00,94.00
629425,ke,GCMT,1981-03-06,17:18:57.20,-6.2800,154.5100,67.1,TRUE,GCMT,17,1.680,5.4,17,1.585,-1.082,-0.500,0.216,0.822,0.374,111.00,46.00,69.00,320.00,48.00,110.00,17,1.700,75.00,303.00,-1.660,1.00,35.00,-0.030,15.00,126.00
629741,ke,ISC,1981-03-12,10:42:48.54,-7.1517,146.0782,170.9,,ISC,,,,,,,,,,,104.97,36.74,66.36,313.62,56.77,106.66,,,72.58,266.25,,10.32,31.72,,13.88,124.30
629741,ke,GCMT,1981-03-12,10:42:53.50,-7.2500,145.6500,166.9,TRUE,GCMT,17,1.270,5.3,17,1.027,-0.305,-0.720,0.167,0.649,0.575,123.00,40.00,54.00,346.00,58.00,116.00,17,1.280,66.00,305.00,-1.260,10.00,57.00,-0.020,22.00,151.00
629797,ke,ISC,1981-03-13,11:33:45.42,-5.9455,148.6943,67.1,,ISC,,,,,,,,,,,1.55,47.50,75.85,202.02,44.37,104.94,,,79.49,200.12,,1.59,101.51,,10.39,11.22
629831,ke,GCMT,1981-03-13,23:22:37.10,-8.6200,110.1500,48.6,TRUE,GCMT,17,8.990,5.9,17,-2.481,2.398,0.080,8.502,-1.473,-0.652,139.00,11.00,-47.00,275.00,82.00,-98.00,17,9.080,36.00,12.00,-8.900,53.00,176.00,-0.180,8.00,277.00
630219,ke,GCMT,1981-03-21,22:52:44.30,-5.4800,146.8800,232.8,TRUE,GCMT,18,2.380,6.2,18,0.692,-1.652,0.950,1.297,-0.104,-1.388,127.00,80.00,124.00,232.00,35.00,18.00,18,2.450,45.00,70.00,-2.310,27.00,191.00,-0.150,33.00,300.00
