EVENT_ID,TYPE,AUTHOR,DATE,TIME,LAT,LON,DEPTH,CENTROID,AUTHOR,EX,MO,MW,EX,MRR,MTT,MPP,MRT,MTP,MPR,STRIKE,DIP,RAKE,STRIKE,DIP,RAKE,EX,T_VAL,T_PL,T_AZM,P_VAL,P_PL,P_AZM,N_VAL,N_PL,N_AZM
885762,fe,ISC,1958-12-25,08:05:41.05,-5.5900,151.3768,38.9,,ISC,,,,,,,,,,,105.23,65.61,95.32,272.53,24.93,78.45,,,68.95,25.75,,20.44,191.22,,4.84,283.03
882471,ke,ISC,1959-07-20,02:41:08.11,-5.7249,111.3872,500.0,,ISC,,,,,,,,,,,124.68,26.36,-79.53,293.03,64.11,-95.15,,,18.96,26.87,,70.44,192.10,,4.63,295.28
882856,ke,ISC,1959-09-10,05:35:11.66,-6.3592,155.0412,50.0,,ISC,,,,,,,,,,,152.41,65.33,102.56,304.32,27.50,64.67,,,67.27,85.86,,19.39,233.03,,11.40,327.10
17291533,ke,ISC,1962-03-21,22:57:54.37,-5.9376,112.9880,616.1,,ISC,,,,,,,,,,,75.35,84.35,-97.24,307.58,9.18,-38.13,,,38.94,171.93,,50.15,337.35,,7.21,76.07
874464,fe,ISC,1962-04-01,12:11:11.18,-4.1977,143.3827,83.9,,ISC,,,,,,,,,,,144.15,38.12,144.15,263.77,68.81,57.55,,,54.29,133.22,,17.50,17.21,,30.02,276.71
17293079,ke,ISC,1962-12-12,10:08:51.47,-4.8139,153.7042,94.7,,ISC,,,,,,,,,,,54.51,43.23,150.73,166.72,70.43,50.64,,,48.76,33.86,,16.16,284.56,,36.69,182.08
17293782,ke,ISC,1963-05-22,21:53:04.68,-8.2024,115.7297,35.0,,ISC,,,,,,,,,,,44.63,27.99,33.35,284.47,75.05,113.94,,,53.79,223.53,,26.23,355.82,,23.08,97.94
872961,ke,ISC,1963-08-22,19:52:24.19,-9.4728,158.4029,15.0,,ISC,,,,,,,,,,,131.18,47.63,88.65,313.18,42.39,91.48,,,87.20,21.25,,2.62,222.13,,1.00,132.09
869655,ke,GCMT,1964-03-21,03:42:25.60,-6.3800,128.0000,361.3,TRUE,GCMT,19,1.790,6.8,19,-0.030,-0.060,0.090,-1.350,1.160,0.380,91.00,88.00,-49.00,184.00,41.00,-177.00,19,1.580,31.00,149.00,-2.000,34.00,35.00,0.420,41.00,270.00
869058,ke,EVBIB,1964-04-24,05:56:11,-5.0700,144.2000,,,EVBIB,19,1.800,6.8,,,,,,,,,,,,,,,,,,,,,,,
865858,ke,GCMT,1964-07-08,11:55:50.10,-5.5800,129.8300,189.2,TRUE,GCMT,19,2.790,6.9,19,1.530,-2.450,0.930,1.800,0.480,-0.600,110.00,67.00,103.00,258.00,26.00,61.00,19,2.330,65.00,42.00,-3.250,21.00,190.00,0.920,12.00,285.00
865091,ke,ISC,1964-08-13,00:31:15.30,-5.5295,154.2666,388.1,,ISC,,,,,,,,,,,8.77,49.47,-93.57,194.24,40.66,-85.84,,,4.41,101.29,,84.82,249.59,,2.71,11.09
865091,ke,GCMT,1964-08-13,00:31:15.10,-6.1900,154.8100,384.5,TRUE,GCMT,19,3.350,7.0,19,-2.930,0.040,2.900,0.080,-1.480,-0.860,151.00,38.00,-99.00,343.00,52.00,-83.00,19,3.630,7.00,67.00,-3.060,81.00,287.00,-0.570,6.00,158.00
864133,ke,EVBIB,1964-09-04,10:34:15,-3.9000,131.4900,,,EVBIB,18,1.600,6.1,,,,,,,,,,,,,,,,,,,,,,,
863666,ke,GCMT,1964-10-18,12:32:34.10,-7.4800,123.9000,575.5,TRUE,GCMT,19,3.180,6.9,19,-3.040,2.080,0.960,-0.770,1.010,1.410,80.00,48.00,-60.00,219.00,50.00,-119.00,19,2.680,1.00,329.00,-3.680,68.00,61.00,1.000,22.00,239.00
863039,ke,GCMT,1964-11-25,09:24:09.90,-4.4700,121.7200,610.0,TRUE,GCMT,18,1.320,6.0,18,-0.250,-0.820,1.070,0.640,0.450,-0.450,233.00,57.00,-15.00,331.00,77.00,-146.00,18,1.240,13.00,98.00,-1.400,33.00,197.00,0.150,54.00,349.00
857305,ke,EVBIB,1965-05-31,11:38:32,-7.5300,128.6000,,,EVBIB,17,8.300,5.9,,,,,,,,,,,,,,,,,,,,,,,
855189,ke,GCMT,1965-07-06,18:36:50.40,-4.6200,155.0100,520.3,TRUE,GCMT,18,3.150,6.3,18,-1.830,1.760,0.070,2.580,-0.010,0.280,95.00,18.00,-80.00,265.00,73.00,-93.00,18,3.110,28.00,357.00,-3.200,62.00,170.00,0.080,3.00,266.00
854799,ke,ISC,1965-08-20,05:54:51.77,-5.7357,128.5516,334.7,,ISC,,,,,,,,,,,91.76,44.24,-1.74,183.01,88.79,-134.23,,,29.44,307.51,,31.44,57.69,,44.22,184.19
854799,ke,GCMT,1965-08-20,05:54:53.50,-5.7300,128.4600,339.3,TRUE,GCMT,19,1.450,6.7,19,-0.310,0.080,0.220,-0.270,0.820,1.140,79.00,37.00,-13.00,179.00,82.00,-126.00,19,1.340,28.00,297.00,-1.550,41.00,56.00,0.210,36.00,185.00
853760,ke,ISC,1965-09-11,06:53:00.83,-5.3810,152.9185,46.2,,ISC,,,,,,,,,,,5.79,31.38,-121.03,220.97,63.50,-72.54,,,16.75,298.17,,66.81,163.56,,15.57,32.98
852583,ke,GCMT,1965-11-21,10:32:01.00,-5.9800,130.4400,131.5,TRUE,GCMT,18,8.140,6.5,18,2.680,-3.060,0.380,1.280,2.220,7.700,103.00,19.00,18.00,357.00,84.00,108.00,18,9.780,48.00,286.00,-6.490,37.00,71.00,-3.280,18.00,175.00
851979,ke,ISC,1965-12-26,03:53:12.15,-5.2625,151.6518,79.3,,ISC,,,,,,,,,,,116.53,35.64,83.56,304.43,54.62,94.59,,,79.77,233.02,,9.51,31.14,,3.74,121.77
850037,ke,ISC,1966-02-09,07:18:50.26,-9.8451,116.3595,44.9,,ISC,,,,,,,,,,,161.94,33.92,77.78,356.57,56.94,98.10,,,76.52,291.87,,11.60,80.73,,6.78,172.13
850390,ke,ISC,1966-02-22,05:02:41.59,-5.4410,151.6029,55.5,,ISC,,,,,,,,,,,165.03,38.16,116.52,312.63,56.44,70.67,,,71.25,175.90,,9.50,56.36,,16.01,323.61
850390,ke,EVBIB,1966-02-22,05:02:43,-5.4100,151.5700,,,EVBIB,19,2.810,6.9,,,,,,,,,,,,,,,,,,,,,,,
846446,ke,ISC,1966-06-14,16:39:49.58,-5.3402,124.3873,625.6,,ISC,,,,,,,,,,,4.15,74.19,-170.78,271.62,81.13,-16.01,,,4.80,318.61,,17.56,227.09,,71.76,63.37
846755,ke,ISC,1966-06-22,20:29:06.37,-7.2318,124.5625,521.5,,ISC,,,,,,,,,,,153.67,51.93,-89.08,332.18,38.08,-91.17,,,6.93,243.02,,83.03,69.02,,0.72,333.10
846755,ke,GCMT,1966-06-22,20:29:14.10,-6.9700,124.5800,515.5,TRUE,GCMT,19,3.570,7.0,19,-2.550,-0.240,2.790,1.150,-1.380,1.520,186.00,61.00,-57.00,313.00,42.00,-135.00,19,3.510,10.00,253.00,-3.620,60.00,145.00,0.110,28.00,349.00
844607,ke,ISC,1966-08-17,19:54:11.77,-5.0262,125.1493,551.7,,ISC,,,,,,,,,,,160.81,72.86,99.01,312.51,19.30,63.06,,,61.13,84.07,,27.32,243.64,,8.61,338.13
845005,ke,ISC,1966-08-28,10:03:03.25,-4.6131,155.2262,503.7,,ISC,,,,,,,,,,,37.76,45.48,-120.85,258.18,52.26,-62.46,,,3.61,329.06,,68.22,229.97,,21.44,60.49
840923,ke,ISC,1966-12-23,15:50:23.13,-7.0819,148.2692,55.2,,ISC,,,,,,,,,,,81.10,24.47,73.43,279.21,66.60,97.40,,,67.57,203.01,,21.27,3.60,,6.79,96.26
840923,ke,EVBIB,1966-12-23,15:50:25,-7.1100,148.3100,,,EVBIB,19,1.120,6.6,,,,,,,,,,,,,,,,,,,,,,,
838473,ke,ISC,1967-02-02,18:18:18.69,-4.4202,153.7553,250.0,,ISC,,,,,,,,,,,104.81,18.52,-87.81,282.51,71.49,-90.73,,,26.49,13.09,,63.50,191.35,,0.69,282.74
838491,ke,ISC,1967-02-03,12:48:09.28,-5.5246,110.4291,543.0,,ISC,,,,,,,,,,,55.38,78.80,-139.42,315.93,50.35,-14.61,,,18.30,179.82,,36.06,283.75,,48.16,68.15
837953,ke,ISC,1967-03-18,19:15:38.10,-6.0777,146.3244,111.6,,ISC,,,,,,,,,,,94.89,82.01,-139.02,358.01,49.50,-10.53,,,21.16,219.81,,33.88,324.88,,48.38,103.98
837961,ke,ISC,1967-03-19,01:10:49.41,-6.7006,129.8013,84.1,,ISC,,,,,,,,,,,137.00,61.62,99.33,297.94,29.75,73.30,,,71.81,68.53,,16.13,220.15,,8.20,312.54
838174,ke,ISC,1967-03-24,09:00:20.18,-5.9581,112.2551,603.1,,ISC,,,,,,,,,,,138.01,25.11,-67.53,293.47,66.91,-100.15,,,21.29,31.15,,66.57,185.20,,9.33,297.48
838174,ke,GCMT,1967-03-24,09:00:23.10,-6.0900,112.0900,601.7,TRUE,GCMT,19,1.440,6.7,19,-0.730,0.810,-0.080,1.070,-0.070,-0.580,75.00,19.00,-127.00,294.00,75.00,-78.00,19,1.430,29.00,15.00,-1.450,59.00,221.00,0.020,12.00,111.00
838182,ke,ISC,1967-03-24,11:46:15.15,-5.9649,112.2846,612.3,,ISC,,,,,,,,,,,113.79,26.64,-98.48,303.26,63.68,-85.77,,,18.57,30.11,,71.01,222.49,,3.79,121.38
838363,ke,ISC,1967-03-30,02:08:04.00,-11.0697,115.3488,35.0,,ISC,,,,,,,,,,,15.74,78.56,-16.81,109.17,73.53,-168.07,,,3.45,63.04,,19.92,331.79,,69.76,162.47
836516,ke,ISC,1967-04-10,04:59:57.36,-7.3480,155.7912,50.1,,ISC,,,,,,,,,,,109.51,71.57,151.04,209.44,62.65,20.85,,,33.25,67.23,,5.82,161.06,,56.11,259.78
836974,ke,EVBIB,1967-04-21,08:14:23,-5.4500,126.7700,,,EVBIB,18,2.650,6.2,,,,,,,,,,,,,,,,,,,,,,,
835041,ke,ISC,1967-06-29,16:36:16.86,-7.2903,128.6513,129.6,,ISC,,,,,,,,,,,182.75,42.65,105.66,341.89,49.28,76.04,,,78.93,189.22,,3.37,81.73,,10.54,351.11
833911,ke,ISC,1967-07-30,13:35:15.67,-5.2626,153.4583,40.2,,ISC,,,,,,,,,,,88.80,74.94,15.61,354.65,74.94,164.39,,,21.56,311.73,,0.00,221.73,,68.44,131.72
831388,ke,EVBIB,1967-09-18,15:33:09,-5.9700,146.5900,,,EVBIB,17,5.600,5.8,,,,,,,,,,,,,,,,,,,,,,,
829998,ke,ISC,1967-10-04,17:21:22.38,-5.6877,153.9405,45.5,,ISC,,,,,,,,,,,126.08,60.88,106.07,275.45,32.92,63.58,,,69.67,70.36,,14.45,204.42,,13.99,298.10
829998,ke,EVBIB,1967-10-04,17:21:19,-5.6600,153.9200,,,EVBIB,19,2.170,6.8,,,,,,,,,,,,,,,,,,,,,,,
830257,ke,EVBIB,1967-10-12,18:31:43,-7.1500,129.8300,,,EVBIB,18,1.400,6.0,,,,,,,,,,,,,,,,,,,,,,,
829200,ke,ISC,1967-11-09,02:18:48.22,-7.1714,123.7702,581.6,,ISC,,,,,,,,,,,77.78,47.77,-77.27,239.21,43.76,-103.64,,,2.03,158.82,,80.39,56.73,,9.39,249.15
829200,ke,GCMT,1967-11-09,02:18:48.50,-7.2000,123.6000,560.0,TRUE,GCMT,18,2.280,6.2,18,-1.950,1.340,0.620,-0.060,-1.230,0.850,144.00,55.00,-68.00,289.00,40.00,-118.00,18,2.330,8.00,219.00,-2.230,70.00,106.00,-0.100,18.00,311.00
829356,ke,ISC,1967-11-14,05:28:38.39,-5.4683,147.1018,203.9,,ISC,,,,,,,,,,,126.14,77.19,131.23,230.33,42.83,19.03,,,42.48,75.33,,21.21,186.14,,39.99,295.14
828730,ke,ISC,1967-12-25,01:23:34.23,-5.2315,153.7136,52.8,,ISC,,,,,,,,,,,163.18,35.04,95.83,336.07,55.17,85.93,,,79.37,230.27,,10.08,68.99,,3.34,338.40
827261,fe,ISC,1968-01-14,12:25:11.05,-7.5660,127.8705,113.1,,ISC,,,,,,,,,,,48.42,57.64,66.22,267.89,39.37,122.48,,,67.67,269.78,,9.68,155.24,,19.92,61.69
827666,ke,EVBIB,1968-01-26,04:45:43,-8.9300,120.3200,,,EVBIB,19,2.010,6.8,,,,,,,,,,,,,,,,,,,,,,,
827844,ke,ISC,1968-01-30,03:44:25.95,-6.0718,113.3692,600.9,,ISC,,,,,,,,,,,98.44,35.58,-98.70,289.09,54.89,-83.82,,,9.70,14.67,,79.04,222.69,,5.05,105.53
827844,ke,GCMT,1968-01-30,03:44:29.40,-6.4200,113.4800,618.4,TRUE,GCMT,18,3.010,6.2,18,-2.570,1.070,1.510,1.130,-1.340,-0.970,144.00,30.00,-82.00,315.00,60.00,-95.00,18,3.030,15.00,49.00,-2.980,75.00,213.00,-0.050,4.00,317.00
826088,fe,EVBIB,1968-02-12,05:44:44,-5.5400,153.3600,,,EVBIB,20,1.250,7.3,,,,,,,,,,,,,,,,,,,,,,,
825405,ke,ISC,1968-03-26,00:42:00.21,-6.6101,116.1640,549.3,,ISC,,,,,,,,,,,114.32,52.95,-79.70,277.54,38.26,-103.32,,,7.42,197.00,,78.90,65.39,,8.20,288.07
825405,ke,GCMT,1968-03-26,00:42:04.90,-6.5400,116.3000,566.4,TRUE,GCMT,18,1.750,6.1,18,-1.560,1.660,-0.100,-0.290,-0.420,0.480,117.00,53.00,-72.00,268.00,40.00,-113.00,18,1.800,7.00,194.00,-1.710,74.00,80.00,-0.090,15.00,286.00
824280,ke,ISC,1968-04-24,13:59:15.89,-4.5945,149.4928,571.0,,ISC,,,,,,,,,,,128.70,56.51,155.32,232.92,69.62,36.06,,,39.52,95.10,,8.28,358.21,,49.28,258.48
821518,ke,ISC,1968-05-02,23:26:04.27,-6.3313,129.9307,128.6,,ISC,,,,,,,,,,,79.13,37.11,76.85,275.45,54.01,99.77,,,78.34,221.85,,8.53,358.49,,7.89,89.68
821806,ke,ISC,1968-05-11,15:33:41.50,-6.3307,147.1648,69.0,,ISC,,,,,,,,,,,151.92,44.58,109.34,305.69,48.53,71.93,,,76.40,146.78,,2.03,48.37,,13.44,317.88
822753,ke,ISC,1968-05-24,15:43:56.33,-6.8164,118.8432,626.1,,ISC,,,,,,,,,,,78.52,47.68,-62.35,220.63,49.08,-117.01,,,0.74,329.36,,69.92,61.39,,20.07,239.09
822753,ke,GCMT,1968-05-24,15:43:52.20,-6.7900,118.8300,629.5,TRUE,GCMT,18,2.740,6.2,18,-1.970,2.720,-0.750,-0.410,0.950,-0.890,52.00,58.00,-123.00,282.00,45.00,-49.00,18,3.040,7.00,164.00,-2.440,62.00,268.00,-0.600,27.00,70.00
819697,ke,ISC,1968-06-03,09:17:46.25,-5.4512,146.8945,181.9,,ISC,,,,,,,,,,,160.01,57.52,126.32,286.16,47.18,47.06,,,59.35,125.26,,5.80,225.12,,29.98,318.47
819094,ke,EVBIB,1968-07-17,05:24:15,-8.6600,125.0300,,,EVBIB,18,1.030,5.9,,,,,,,,,,,,,,,,,,,,,,,
817073,fe,ISC,1968-09-16,13:55:35.62,-6.0264,148.7286,40.4,,ISC,,,,,,,,,,,116.44,33.17,90.23,296.16,56.83,89.85,,,78.17,205.64,,11.83,26.27,,0.13,296.24
815787,fe,ISC,1968-10-10,15:05:36.59,-6.0531,148.4644,54.3,,ISC,,,,,,,,,,,73.71,75.92,0.41,343.61,89.60,165.92,,,10.19,297.78,,9.62,29.53,,75.92,162.01
815895,de,EVBIB,1968-10-14,02:58:51,-31.5400,117.0000,,,EVBIB,18,8.200,6.5,,,,,,,,,,,,,,,,,,,,,,,
813994,ke,ISC,1968-12-08,13:11:52.57,-5.3439,128.9814,254.9,,ISC,,,,,,,,,,,135.43,55.19,146.07,246.44,62.72,39.96,,,46.69,104.24,,4.56,9.38,,42.94,275.12
812115,ke,GCMT,1969-02-11,22:16:17.50,-6.9500,126.5400,432.5,TRUE,GCMT,19,8.300,7.2,19,-2.160,-0.180,2.340,-6.260,-2.940,4.120,3.00,19.00,-31.00,123.00,80.00,-106.00,19,8.910,33.00,226.00,-7.700,52.00,14.00,-1.210,16.00,125.00
812494,ke,ISC,1969-02-22,22:58:45.61,-6.9546,124.8977,551.4,,ISC,,,,,,,,,,,70.39,78.31,-36.43,168.89,54.44,-165.57,,,15.54,124.19,,33.68,23.52,,51.99,235.03
812527,ke,EVBIB,1969-02-24,00:08:52,-6.2300,131.0100,,,EVBIB,18,2.850,6.2,,,,,,,,,,,,,,,,,,,,,,,
810744,ke,EVBIB,1969-03-09,13:48:03,-4.1000,135.6500,,,EVBIB,18,3.480,6.3,,,,,,,,,,,,,,,,,,,,,,,
810765,fe,ISC,1969-03-10,06:54:17.81,-5.6052,147.2382,197.5,,ISC,,,,,,,,,,,111.74,73.84,127.04,221.98,39.94,25.69,,,47.64,60.94,,20.20,174.75,,35.35,279.88
809833,ke,GCMT,1969-04-13,23:33:17.30,-6.3600,129.9100,163.6,TRUE,GCMT,18,5.040,6.4,18,1.880,-3.720,1.850,1.680,3.930,-0.910,251.00,80.00,-9.00,343.00,82.00,-170.00,18,3.880,1.00,117.00,-6.200,13.00,207.00,2.330,77.00,22.00
809889,ke,ISC,1969-04-15,22:15:11.76,-6.0090,113.0643,593.5,,ISC,,,,,,,,,,,92.56,53.84,-94.15,279.57,36.37,-84.35,,,8.75,185.53,,80.62,344.26,,3.35,95.01
809970,ke,ISC,1969-04-18,12:32:04.26,-4.5569,132.7209,34.7,,ISC,,,,,,,,,,,88.76,74.40,-2.77,179.50,87.34,-164.38,,,9.05,313.10,,12.89,45.19,,74.16,188.95
808893,ke,ISC,1969-05-13,14:30:22.24,-7.2177,120.8309,635.3,,ISC,,,,,,,,,,,15.40,31.99,-108.33,216.74,59.81,-78.88,,,14.13,298.66,,72.81,154.20,,9.59,31.10
808893,ke,GCMT,1969-05-13,14:30:19.60,-7.1200,120.8100,642.6,TRUE,GCMT,18,4.530,6.4,18,-3.330,3.280,0.040,-2.550,-0.330,1.760,114.00,67.00,-76.00,261.00,27.00,-120.00,18,4.340,21.00,193.00,-4.720,65.00,49.00,0.370,13.00,288.00
808220,ke,ISC,1969-06-21,15:12:11.23,-5.4043,109.5786,566.0,,ISC,,,,,,,,,,,115.90,48.14,-95.07,303.47,42.11,-84.37,,,3.02,209.49,,85.17,338.05,,3.77,119.29
805203,ke,GCMT,1969-08-04,17:19:24.60,-5.5900,125.2700,566.4,TRUE,GCMT,18,4.120,6.3,18,3.070,-0.200,-2.860,2.100,-0.090,-2.100,17.00,29.00,129.00,154.00,68.00,70.00,18,4.600,62.00,33.00,-3.630,20.00,258.00,-0.960,18.00,161.00
805283,fe,ISC,1969-08-07,01:49:32.73,-5.2156,154.1117,102.1,,ISC,,,,,,,,,,,164.98,32.77,105.52,326.70,58.57,80.23,,,74.44,210.12,,13.05,63.78,,8.33,331.83
805322,ke,GCMT,1969-08-08,20:44:24.80,-6.2100,130.0200,188.6,TRUE,GCMT,18,9.440,6.6,18,2.300,-6.920,4.630,-1.260,6.750,-2.370,158.00,74.00,164.00,252.00,75.00,17.00,18,8.830,22.00,115.00,-10.040,1.00,25.00,1.200,68.00,293.00
804190,fe,ISC,1969-09-06,14:49:58.54,-8.7904,157.7906,16.3,,ISC,,,,,,,,,,,160.95,83.55,109.31,268.72,20.32,18.87,,,47.95,91.38,,35.71,234.21,,19.19,338.69
799830,ke,ISC,1970-01-07,08:55:07.10,-5.5503,147.1098,207.0,,ISC,,,,,,,,,,,138.17,86.83,145.73,230.34,55.79,3.84,,,25.90,88.68,,21.00,189.42,,55.60,313.53
799928,de,EVBIB,1970-01-09,23:16:23,-9.2700,117.2500,,,EVBIB,17,6.600,5.8,,,,,,,,,,,,,,,,,,,,,,,
799077,ke,GCMT,1970-02-13,15:43:30.70,-6.5300,113.3300,624.0,TRUE,GCMT,18,6.070,6.5,18,-2.870,2.610,0.260,-5.270,1.210,0.140,88.00,76.00,-79.00,229.00,18.00,-128.00,18,5.970,30.00,169.00,-6.160,58.00,13.00,0.190,11.00,265.00
799250,ke,EVBIB,1970-02-19,22:55:07,-4.5000,140.0300,,,EVBIB,17,1.300,5.3,,,,,,,,,,,,,,,,,,,,,,,
799492,ke,ISC,1970-02-27,10:47:54.63,-7.9911,119.7380,182.1,,ISC,,,,,,,,,,,110.12,80.78,-101.82,342.68,14.95,-38.40,,,34.74,210.27,,52.79,6.26,,11.66,112.04
798352,fe,EVBIB,1970-03-24,10:35:20,-22.0800,126.6500,,,EVBIB,18,1.400,6.0,,,,,,,,,,,,,,,,,,,,,,,
798488,fe,ISC,1970-03-28,07:46:00.00,-6.2861,154.6603,53.1,,ISC,,,,,,,,,,,151.52,41.18,113.21,301.86,52.76,70.98,,,73.76,156.36,,5.99,45.25,,15.04,313.64
798583,ke,ISC,1970-03-29,12:00:35.13,-7.2690,120.4964,497.8,,ISC,,,,,,,,,,,151.54,37.96,-110.70,357.15,54.87,-74.58,,,8.67,76.19,,74.66,312.43,,12.56,168.13
795428,fe,ISC,1970-05-09,18:00:50.21,-4.3188,151.8064,194.9,,ISC,,,,,,,,,,,152.68,87.20,118.91,247.74,29.03,5.78,,,40.76,89.50,,35.71,217.79,,28.87,331.14
795799,fe,ISC,1970-05-19,14:48:35.83,-5.1303,152.2952,58.5,,ISC,,,,,,,,,,,22.62,68.97,53.21,266.99,41.62,147.31,,,51.47,249.79,,15.95,138.76,,33.99,37.64
794759,ke,ISC,1970-06-21,16:11:52.28,-9.4686,118.0063,38.0,,ISC,,,,,,,,,,,203.66,70.18,-78.64,353.01,22.73,-118.65,,,24.36,284.86,,63.12,131.60,,10.68,19.76
794912,fe,EVBIB,1970-06-28,01:30:19,-8.7500,124.0400,,,EVBIB,19,1.170,6.6,,,,,,,,,,,,,,,,,,,,,,,
792635,ke,ISC,1970-08-07,13:29:26.92,-4.6117,155.1312,487.0,,ISC,,,,,,,,,,,151.51,14.52,-41.87,282.45,80.37,-100.91,,,34.49,21.80,,53.40,179.48,,10.76,284.30
792844,ke,EVBIB,1970-08-13,04:22:37,-9.0000,117.9500,,,EVBIB,17,7.400,5.8,,,,,,,,,,,,,,,,,,,,,,,
793250,fe,ISC,1970-08-28,01:02:48.22,-4.7103,153.1347,71.0,,ISC,,,,,,,,,,,99.26,75.33,52.29,351.13,40.07,156.83,,,46.07,330.69,,21.23,216.91,,36.28,110.34
791418,ke,ISC,1970-10-25,23:08:58.15,-4.0896,154.3198,447.6,,ISC,,,,,,,,,,,26.57,45.78,-70.93,180.20,47.37,-108.56,,,0.82,283.21,,76.43,16.59,,13.54,193.01
791579,de,ISC,1970-10-31,17:53:12.54,-4.9543,145.3810,42.7,,ISC,,,,,,,,,,,185.51,34.95,152.74,298.40,74.79,58.14,,,49.92,172.98,,23.20,52.36,,30.62,307.66
791579,de,EVBIB,1970-10-31,17:53:07,-4.9700,145.4500,,,EVBIB,19,2.890,6.9,,,,,,,,,,,,,,,,,,,,,,,
790114,fe,EVBIB,1970-11-12,06:07:17,-5.1000,145.1300,,,EVBIB,18,3.900,6.3,,,,,,,,,,,,,,,,,,,,,,,
787816,ke,ISC,1971-01-01,07:58:01.79,-4.1851,141.1641,20.0,,ISC,,,,,,,,,,,86.07,88.67,-5.03,176.18,84.97,-178.67,,,2.62,131.23,,4.50,41.02,,84.79,251.33
786960,ke,ISC,1971-02-07,03:11:09.39,-6.8241,125.2008,552.8,,ISC,,,,,,,,,,,47.51,63.49,-56.08,171.08,42.05,-138.21,,,12.09,113.71,,57.21,4.28,,29.96,210.80
787339,ke,ISC,1971-02-12,19:06:56.65,-6.3130,146.4795,130.4,,ISC,,,,,,,,,,,75.46,87.13,-142.58,343.27,52.64,-3.62,,,23.18,203.12,,27.68,306.10,,52.49,79.21
781800,ke,ISC,1971-07-01,01:16:17.54,-6.3735,130.1905,134.0,,ISC,,,,,,,,,,,30.66,74.02,67.17,267.47,27.62,143.56,,,55.21,271.92,,25.58,138.37,,21.90,37.27
782181,ke,EVBIB,1971-07-14,06:11:31,-5.5166,153.8648,,,EVBIB,21,1.200,8.0,,,,,,,,,,,,,,,,,,,,,,,
782684,ke,EVBIB,1971-07-26,01:23:23,-4.9331,153.1818,,,EVBIB,21,1.800,8.1,,,,,,,,,,,,,,,,,,,,,,,
780117,ke,ISC,1971-09-08,22:08:59.69,-6.5342,130.6817,63.3,,ISC,,,,,,,,,,,83.83,35.89,63.06,295.93,58.49,108.15,,,70.46,247.12,,11.73,12.93,,15.40,106.20
780659,ke,ISC,1971-09-27,14:56:11.64,-5.8221,145.4640,97.4,,ISC,,,,,,,,,,,138.36,52.70,-95.75,327.79,37.68,-82.51,,,7.54,232.45,,81.17,20.87,,4.57,141.85
779000,ke,ISC,1971-10-03,08:36:05.16,-6.5454,154.9488,52.6,,ISC,,,,,,,,,,,146.99,51.55,114.12,291.24,44.38,62.77,,,70.93,119.19,,3.76,220.16,,18.66,311.43
779000,ke,ISC,1971-10-03,08:36:05.16,-6.5454,154.9488,52.6,,ISC,,,,,,,,,,,97.51,55.16,50.46,332.83,50.73,132.45,,,58.38,308.36,,2.50,214.29,,31.50,122.76
779151,ke,EVBIB,1971-10-08,14:15:39,-6.8697,144.2716,,,EVBIB,17,1.900,5.5,,,,,,,,,,,,,,,,,,,,,,,
777637,ke,ISC,1971-12-10,07:23:00.23,-7.3181,128.8701,142.0,,ISC,,,,,,,,,,,162.72,45.54,122.74,300.17,53.11,61.14,,,66.89,149.75,,4.06,50.18,,22.71,318.48
774129,ke,GCMT,1972-04-04,22:43:07.70,-7.6600,125.8500,399.2,TRUE,GCMT,19,1.850,6.8,19,-1.570,1.960,-0.390,0.140,-0.310,0.400,115.00,46.00,-65.00,260.00,49.00,-114.00,19,2.000,1.00,7.00,-1.700,72.00,101.00,-0.300,18.00,277.00
774887,ke,GCMT,1972-04-28,23:32:19.20,-4.9400,154.0900,419.8,TRUE,GCMT,19,7.840,7.2,19,-7.480,1.160,6.320,0.900,-3.050,1.670,166.00,50.00,-75.00,324.00,42.00,-107.00,19,7.820,4.00,246.00,-7.860,78.00,135.00,0.040,11.00,337.00
772319,ke,ISC,1972-06-08,07:55:21.86,-7.2962,126.6808,338.8,,ISC,,,,,,,,,,,78.70,16.64,56.19,293.65,76.23,99.44,,,57.75,216.21,,30.61,15.90,,9.17,111.38
772418,ke,ISC,1972-06-11,18:36:49.86,-5.5394,147.0696,150.0,,ISC,,,,,,,,,,,5.39,65.23,-88.62,182.10,24.81,-92.99,,,20.22,94.35,,69.74,278.21,,1.25,184.81
771420,ke,ISC,1972-07-08,13:08:10.80,-5.9329,148.6625,99.2,,ISC,,,,,,,,,,,206.47,85.15,174.72,296.91,84.74,4.87,,,7.16,161.67,,0.28,251.71,,82.84,343.97
770580,ke,EVBIB,1972-08-14,22:29:29,-6.2941,144.4604,,,EVBIB,17,3.500,5.6,,,,,,,,,,,,,,,,,,,,,,,
770672,ke,EVBIB,1972-08-17,23:44:09,-6.0386,152.9026,,,EVBIB,20,2.000,7.5,,,,,,,,,,,,,,,,,,,,,,,
769250,ke,ISC,1972-09-09,20:16:35.52,-6.5379,128.4215,346.0,,ISC,,,,,,,,,,,7.49,29.36,170.91,105.43,85.56,60.94,,,42.15,347.84,,34.16,219.95,,28.96,107.90
769592,ke,EVBIB,1972-09-18,20:35:39,-9.9291,119.6016,,,EVBIB,17,2.800,5.6,,,,,,,,,,,,,,,,,,,,,,,
